Comparison	gene	log2FC
IL4_UP_DOWN	HAPLN1	1.17587955651579
IL4_UP_DOWN	RGMB	1.14150857251369
IL4_UP_DOWN	LOX	1.94050670910186
IL4_UP_DOWN	HBEGF	1.24612338205113
IL4_UP_DOWN	NEDD9	1.96710127916941
IL4_UP_DOWN	SCUBE3	1.33185352544866
IL4_UP_DOWN	PIM1	2.91426908154996
IL4_UP_DOWN	FAM26E	1.34619085354677
IL4_UP_DOWN	TMEM200A	1.21654121376793
IL4_UP_DOWN	SGK1	1.92070092906133
IL4_UP_DOWN	ARL4A	1.12273173834061
IL4_UP_DOWN	ITGB8	2.40973252704888
IL4_UP_DOWN	IL6	2.45091262035316
IL4_UP_DOWN	AQP1	1.26772111300897
IL4_UP_DOWN	AMPH	1.58572422275595
IL4_UP_DOWN	CCL26	7.37357966588972
IL4_UP_DOWN	FGL2	2.2363830265994
IL4_UP_DOWN	LRRC17	1.10025686050089
IL4_UP_DOWN	CCDC71L	1.05555612305085
IL4_UP_DOWN	DGKI	1.70438320974232
IL4_UP_DOWN	MXRA5	1.28306607694082
IL4_UP_DOWN	GPM6B	1.47734474228786
IL4_UP_DOWN	MAOA	2.99298358208335
IL4_UP_DOWN	IL13RA2	2.19432827729929
IL4_UP_DOWN	SGK223	1.63953849604787
IL4_UP_DOWN	ANK1	3.69125616467794
IL4_UP_DOWN	CYP7B1	1.6020974589322
IL4_UP_DOWN	SULF1	1.06451748275404
IL4_UP_DOWN	GDF6	1.75523267738975
IL4_UP_DOWN	TNFRSF11B	1.20694924073688
IL4_UP_DOWN	TNC	1.18565573565299
IL4_UP_DOWN	HSPA5	1.10807495613498
IL4_UP_DOWN	SLC2A6	1.16790840008101
IL4_UP_DOWN	GPSM1	1.33039118204068
IL4_UP_DOWN	PPFIBP2	1.67587271184988
IL4_UP_DOWN	FADS3	1.0203374093237
IL4_UP_DOWN	CDC42EP2	1.11888864650995
IL4_UP_DOWN	GDPD5	1.16470660769296
IL4_UP_DOWN	LRRC32	1.93092128546566
IL4_UP_DOWN	C11orf70	1.35705436177847
IL4_UP_DOWN	HYOU1	1.18250965284672
IL4_UP_DOWN	NET1	1.62250538135414
IL4_UP_DOWN	CCDC3	1.5987231499835
IL4_UP_DOWN	KIAA1462	1.45036388942371
IL4_UP_DOWN	ERCC6	1.35983518442125
IL4_UP_DOWN	RTKN2	1.56491276694156
IL4_UP_DOWN	ZNF365	1.18031718869892
IL4_UP_DOWN	EGR2	1.69897723210896
IL4_UP_DOWN	HK1	1.12410415161541
IL4_UP_DOWN	SFR1	1.17897053103371
IL4_UP_DOWN	ADRA2A	1.18259579583379
IL4_UP_DOWN	CHST15	1.73077793037173
IL4_UP_DOWN	WNT5B	1.02870230891939
IL4_UP_DOWN	ST8SIA1	1.40431582263524
IL4_UP_DOWN	STK38L	1.05709452297017
IL4_UP_DOWN	ARNTL2	1.15843325721236
IL4_UP_DOWN	VDR	1.13762656673476
IL4_UP_DOWN	LIMA1	1.43852842264462
IL4_UP_DOWN	INHBE	2.69766151958238
IL4_UP_DOWN	KITLG	1.22459645068959
IL4_UP_DOWN	RFLNA	4.71362365781943
IL4_UP_DOWN	FGF9	2.14642096007502
IL4_UP_DOWN	SPATA13	1.30818975340813
IL4_UP_DOWN	POSTN	2.79277728367508
IL4_UP_DOWN	HTR2A	1.60298461075935
IL4_UP_DOWN	KCTD12	1.10835784407852
IL4_UP_DOWN	NDFIP2	1.35265202320841
IL4_UP_DOWN	NIPA1	1.55596093016663
IL4_UP_DOWN	ANPEP	1.45329932676365
IL4_UP_DOWN	ARRDC4	1.16073816638307
IL4_UP_DOWN	RFLNB	1.07473114668492
IL4_UP_DOWN	KCNJ12	2.2672676265722
IL4_UP_DOWN	CCL2	2.40037180619763
IL4_UP_DOWN	CCL7	2.28802439496021
IL4_UP_DOWN	CCL11	8.50466142785489
IL4_UP_DOWN	CCL13	2.87185583426601
IL4_UP_DOWN	KRTAP1-5	2.42457113636192
IL4_UP_DOWN	KRT19	1.93569940213552
IL4_UP_DOWN	SPHK1	1.46901815225239
IL4_UP_DOWN	SYNGR2	1.09499457860521
IL4_UP_DOWN	C1QTNF1	1.94916959254181
IL4_UP_DOWN	SECTM1	1.80162969591984
IL4_UP_DOWN	AC144831.1	1.61843884440206
IL4_UP_DOWN	GATA6	2.03240044836696
IL4_UP_DOWN	CCBE1	1.48053227727102
IL4_UP_DOWN	SYNDIG1	1.0550246625233
IL4_UP_DOWN	MYL9	1.08450816831594
IL4_UP_DOWN	SRC	1.25541276789048
IL4_UP_DOWN	TGM2	3.27438408272467
IL4_UP_DOWN	PTGIS	1.49482576093457
IL4_UP_DOWN	SLC17A9	1.3224126635468
IL4_UP_DOWN	FSTL3	1.18087182943828
IL4_UP_DOWN	ANGPTL4	2.02840932080214
IL4_UP_DOWN	KLF2	1.22191244029138
IL4_UP_DOWN	KCNK6	2.13524065863679
IL4_UP_DOWN	IL17RA	1.35098431336286
IL4_UP_DOWN	SDF2L1	1.31811465491226
IL4_UP_DOWN	TST	1.52375125688229
TGF_beta_UP_DOWN	TNFRSF14	-2.33863562201944
TGF_beta_UP_DOWN	TP73-AS1	-1.21780854512165
TGF_beta_UP_DOWN	SLC2A5	-1.87949807918452
TGF_beta_UP_DOWN	RP3-510D11.2	-1.08721873441019
TGF_beta_UP_DOWN	H6PD	-1.45907477333724
TGF_beta_UP_DOWN	TNFRSF1B	-3.20186970430185
TGF_beta_UP_DOWN	DHRS3	-2.09608844284758
TGF_beta_UP_DOWN	CAMK2N1	-1.30584148416439
TGF_beta_UP_DOWN	TCEA3	-1.33599906281647
TGF_beta_UP_DOWN	MAN1C1	-1.98293705815331
TGF_beta_UP_DOWN	TRNP1	-1.23798720841322
TGF_beta_UP_DOWN	PTPRU	-1.16443617404105
TGF_beta_UP_DOWN	SDC3	-1.50402845758982
TGF_beta_UP_DOWN	RIMS3	-2.20948665540173
TGF_beta_UP_DOWN	PLPP3	-1.28381608100242
TGF_beta_UP_DOWN	NFIA	-1.30109078464933
TGF_beta_UP_DOWN	ROR1	-1.92138103926417
TGF_beta_UP_DOWN	RAVER2	-1.4896196953557
TGF_beta_UP_DOWN	LEPR	-1.25778376599541
TGF_beta_UP_DOWN	GADD45A	-1.10943709871151
TGF_beta_UP_DOWN	AK5	-1.88879442543684
TGF_beta_UP_DOWN	PTGFR	-1.94109999482373
TGF_beta_UP_DOWN	IFI44	-1.30848879588585
TGF_beta_UP_DOWN	WDR63	-1.32159976157527
TGF_beta_UP_DOWN	GBP3	-1.5526080880359
TGF_beta_UP_DOWN	GBP2	-1.75592050699883
TGF_beta_UP_DOWN	TGFBR3	-2.30223389439473
TGF_beta_UP_DOWN	ARHGAP29	-1.5353303973045
TGF_beta_UP_DOWN	DPYD	-1.18001082532001
TGF_beta_UP_DOWN	PALMD	-1.57505240999439
TGF_beta_UP_DOWN	VCAM1	-2.97430592877525
TGF_beta_UP_DOWN	VAV3	-2.11965244913149
TGF_beta_UP_DOWN	DENND2D	-1.27948158460598
TGF_beta_UP_DOWN	ANKRD35	-1.54412351703426
TGF_beta_UP_DOWN	TXNIP	-1.04772600897633
TGF_beta_UP_DOWN	CTSK	-1.14149094914215
TGF_beta_UP_DOWN	SELENBP1	-1.0712054821399
TGF_beta_UP_DOWN	S100A10	-1.61895931298054
TGF_beta_UP_DOWN	S100A4	-1.07258066416344
TGF_beta_UP_DOWN	SLC27A3	-1.57748061363864
TGF_beta_UP_DOWN	IL6R	-2.01056159200081
TGF_beta_UP_DOWN	SYT11	-1.30801804271907
TGF_beta_UP_DOWN	LMNA	-1.04008155821254
TGF_beta_UP_DOWN	FMO2	-3.10564728290705
TGF_beta_UP_DOWN	FMO4	-1.25580117626732
TGF_beta_UP_DOWN	SOAT1	-1.24638968860317
TGF_beta_UP_DOWN	GLUL	-1.74938005214261
TGF_beta_UP_DOWN	RGL1	-1.72223924503838
TGF_beta_UP_DOWN	C1orf21	-1.69271693556261
TGF_beta_UP_DOWN	PPFIA4	-2.14893659266342
TGF_beta_UP_DOWN	ADORA1	-1.41059851398979
TGF_beta_UP_DOWN	MYBPH	-2.66299674179615
TGF_beta_UP_DOWN	ATP2B4	-1.35818539989826
TGF_beta_UP_DOWN	RAB7B	-1.78141520402875
TGF_beta_UP_DOWN	C1orf132	-1.89320660742611
TGF_beta_UP_DOWN	SERTAD4-AS1	-1.23192344415984
TGF_beta_UP_DOWN	KCNK2	-2.99394901560546
TGF_beta_UP_DOWN	EPHX1	-1.16689804134714
TGF_beta_UP_DOWN	PSEN2	-2.87092599091166
TGF_beta_UP_DOWN	LYST	-1.07183490596967
TGF_beta_UP_DOWN	ADAM17	-1.0386771782687
TGF_beta_UP_DOWN	PQLC3	-1.20586236872531
TGF_beta_UP_DOWN	ADCY3	-1.25616522693534
TGF_beta_UP_DOWN	DTNB	-2.40949503144857
TGF_beta_UP_DOWN	RBKS	-1.1030765544678
TGF_beta_UP_DOWN	LBH	-1.21178726708777
TGF_beta_UP_DOWN	LCLAT1	-1.06197240996292
TGF_beta_UP_DOWN	RP11-490M8.1	-1.22068574788217
TGF_beta_UP_DOWN	VIT	-1.68057652617269
TGF_beta_UP_DOWN	CDC42EP3	-1.46240002821557
TGF_beta_UP_DOWN	ZFP36L2	-1.88413800095628
TGF_beta_UP_DOWN	EPAS1	-1.90347869413714
TGF_beta_UP_DOWN	SOCS5	-1.41375552889051
TGF_beta_UP_DOWN	LINC01119	-1.34664680316704
TGF_beta_UP_DOWN	EFEMP1	-1.08338542027903
TGF_beta_UP_DOWN	TCF7L1	-2.25601965864785
TGF_beta_UP_DOWN	VAMP5	-1.55608544001984
TGF_beta_UP_DOWN	TBC1D8	-2.11479960182346
TGF_beta_UP_DOWN	IL18R1	-1.43260955680489
TGF_beta_UP_DOWN	MALL	-1.85788949179667
TGF_beta_UP_DOWN	STEAP3	-1.08731752494368
TGF_beta_UP_DOWN	TEX41	-1.41940092564555
TGF_beta_UP_DOWN	CACNB4	-1.06622437945823
TGF_beta_UP_DOWN	CD302	-1.14616021336972
TGF_beta_UP_DOWN	DPP4	-1.5753906292942
TGF_beta_UP_DOWN	IFIH1	-2.09128564462386
TGF_beta_UP_DOWN	CYBRD1	-1.09399648050176
TGF_beta_UP_DOWN	ITGA6	-1.73775224432103
TGF_beta_UP_DOWN	TTC30B	-1.80551740259794
TGF_beta_UP_DOWN	ZNF385B	-2.88052619666499
TGF_beta_UP_DOWN	ITGA4	-1.72647851466027
TGF_beta_UP_DOWN	CERKL	-1.55400693611412
TGF_beta_UP_DOWN	PDE1A	-2.15925880885252
TGF_beta_UP_DOWN	FAM171B	-1.44962095974625
TGF_beta_UP_DOWN	SLC40A1	-2.43412667808391
TGF_beta_UP_DOWN	SDPR	-2.39586124492442
TGF_beta_UP_DOWN	HECW2	-1.23754637204668
TGF_beta_UP_DOWN	AOX1	-2.99802525402661
TGF_beta_UP_DOWN	FZD7	-1.06371623549034
TGF_beta_UP_DOWN	PARD3B	-1.44088400599646
TGF_beta_UP_DOWN	FZD5	-1.71280848238648
TGF_beta_UP_DOWN	MAP2	-1.16728190313655
TGF_beta_UP_DOWN	CYP27A1	-1.52360956685812
TGF_beta_UP_DOWN	GLB1L	-1.0904097042727
TGF_beta_UP_DOWN	SP110	-1.43871128858524
TGF_beta_UP_DOWN	SNED1	-1.42706318214602
TGF_beta_UP_DOWN	ITPR1	-1.0044907347042
TGF_beta_UP_DOWN	PRRT3	-1.40107936589182
TGF_beta_UP_DOWN	BTD	-1.16240733854731
TGF_beta_UP_DOWN	KAT2B	-1.5650913710835
TGF_beta_UP_DOWN	THRB	-1.26706730975548
TGF_beta_UP_DOWN	TRANK1	-2.32821395689742
TGF_beta_UP_DOWN	PLCD1	-1.08423586497813
TGF_beta_UP_DOWN	MYD88	-1.197989011346
TGF_beta_UP_DOWN	CDCP1	-1.503759102252
TGF_beta_UP_DOWN	TMEM158	-1.7737408115024
TGF_beta_UP_DOWN	FYCO1	-1.76050096370869
TGF_beta_UP_DOWN	PTH1R	-1.6224814228881
TGF_beta_UP_DOWN	GPX1	-1.14519891549515
TGF_beta_UP_DOWN	UBA7	-1.69130978185397
TGF_beta_UP_DOWN	SEMA3F	-1.40175114834897
TGF_beta_UP_DOWN	MAPKAPK3	-1.12109293422386
TGF_beta_UP_DOWN	ARHGEF3	-1.25588927059456
TGF_beta_UP_DOWN	IL17RD	-1.21430195539212
TGF_beta_UP_DOWN	FLNB	-1.2852084184627
TGF_beta_UP_DOWN	ACOX2	-1.96552693038178
TGF_beta_UP_DOWN	MAGI1	-1.16429857521766
TGF_beta_UP_DOWN	ARL6IP5	-1.58134727122307
TGF_beta_UP_DOWN	FRMD4B	-1.77589270705182
TGF_beta_UP_DOWN	MITF	-1.01453117829718
TGF_beta_UP_DOWN	EIF4E3	-1.24535726150908
TGF_beta_UP_DOWN	CNTN3	-1.25710317007797
TGF_beta_UP_DOWN	VGLL3	-1.15823875087898
TGF_beta_UP_DOWN	PARP9	-1.20472852584616
TGF_beta_UP_DOWN	PARP14	-1.29870540492401
TGF_beta_UP_DOWN	SLC41A3	-1.1975750715479
TGF_beta_UP_DOWN	ACKR4	-3.94289363867876
TGF_beta_UP_DOWN	ANAPC13	-1.14485827634857
TGF_beta_UP_DOWN	CEP70	-1.16010363777821
TGF_beta_UP_DOWN	CHST2	-1.59815041427387
TGF_beta_UP_DOWN	SLC9A9	-1.57637128362731
TGF_beta_UP_DOWN	C3orf58	-1.51644241442682
TGF_beta_UP_DOWN	PLSCR4	-1.45738070949862
TGF_beta_UP_DOWN	TM4SF1	-2.1208663189531
TGF_beta_UP_DOWN	MBNL1-AS1	-1.18508506800898
TGF_beta_UP_DOWN	MME	-1.64033880818315
TGF_beta_UP_DOWN	PTX3	-4.30693657777045
TGF_beta_UP_DOWN	PQLC2L	-1.84121449326249
TGF_beta_UP_DOWN	PPM1L	-1.81234182139971
TGF_beta_UP_DOWN	B3GALNT1	-1.75888698640068
TGF_beta_UP_DOWN	SERPINI1	-1.37821557074314
TGF_beta_UP_DOWN	CLDN11	-3.61463542059883
TGF_beta_UP_DOWN	NAALADL2	-1.1244064346128
TGF_beta_UP_DOWN	KCCAT211	-2.76441651578469
TGF_beta_UP_DOWN	RP11-33A14.1	-3.1972602500241
TGF_beta_UP_DOWN	ST6GAL1	-1.85452102036273
TGF_beta_UP_DOWN	MASP1	-1.06472398119351
TGF_beta_UP_DOWN	LDB2	-1.11733218710563
TGF_beta_UP_DOWN	SLIT2	-1.02541382561448
TGF_beta_UP_DOWN	PPARGC1A	-1.29117549449655
TGF_beta_UP_DOWN	PDGFRA	-1.90133693482917
TGF_beta_UP_DOWN	SHROOM3	-1.29293017346547
TGF_beta_UP_DOWN	CCNG2	-1.33974703902224
TGF_beta_UP_DOWN	ANTXR2	-1.86713754698453
TGF_beta_UP_DOWN	PRDM8	-1.82464480132705
TGF_beta_UP_DOWN	FGF5	-1.15929427664542
TGF_beta_UP_DOWN	TMEM150C	-1.84640848285277
TGF_beta_UP_DOWN	WDFY3-AS2	-1.08844896254999
TGF_beta_UP_DOWN	HERC5	-1.94791198462002
TGF_beta_UP_DOWN	DDIT4L	-2.2368381459322
TGF_beta_UP_DOWN	BANK1	-1.71639556980006
TGF_beta_UP_DOWN	MANBA	-1.00963471488679
TGF_beta_UP_DOWN	CYP2U1	-1.14237325602484
TGF_beta_UP_DOWN	CAMK2D	-1.53055349940225
TGF_beta_UP_DOWN	SYNPO2	-1.24760368885539
TGF_beta_UP_DOWN	USP53	-1.19636291101678
TGF_beta_UP_DOWN	PDE5A	-1.84176975367199
TGF_beta_UP_DOWN	FAT4	-2.21347556163779
TGF_beta_UP_DOWN	PCDH18	-2.02173734404865
TGF_beta_UP_DOWN	MGARP	-4.0187158283049
TGF_beta_UP_DOWN	CLGN	-1.39588761111581
TGF_beta_UP_DOWN	TRIM2	-1.70955166451116
TGF_beta_UP_DOWN	KIAA0922	-1.11767650633148
TGF_beta_UP_DOWN	GUCY1B3	-1.31674921375178
TGF_beta_UP_DOWN	CTSO	-1.25988520253788
TGF_beta_UP_DOWN	DDX60	-1.88853524523656
TGF_beta_UP_DOWN	IRF2	-1.04950470054526
TGF_beta_UP_DOWN	TLR3	-1.38402587749517
TGF_beta_UP_DOWN	FAM149A	-1.39344864023071
TGF_beta_UP_DOWN	AHRR	-1.0872337772892
TGF_beta_UP_DOWN	CTD-2228K2.7	-1.21713196321932
TGF_beta_UP_DOWN	SLC12A7	-1.32602237931905
TGF_beta_UP_DOWN	ADCY2	-1.6041830269432
TGF_beta_UP_DOWN	ANKRD33B	-2.17087754594761
TGF_beta_UP_DOWN	FAM134B	-1.57599971458164
TGF_beta_UP_DOWN	IL7R	-1.81946948083276
TGF_beta_UP_DOWN	DAB2	-1.17276589111356
TGF_beta_UP_DOWN	SELENOP	-2.09044781830909
TGF_beta_UP_DOWN	FGF10	-2.15394619788336
TGF_beta_UP_DOWN	ESM1	-1.51165875277872
TGF_beta_UP_DOWN	PLK2	-1.70239808536426
TGF_beta_UP_DOWN	ZBED3	-1.37442188675705
TGF_beta_UP_DOWN	CMYA5	-1.32656725631466
TGF_beta_UP_DOWN	SSBP2	-1.07013943052599
TGF_beta_UP_DOWN	ARRDC3	-1.62112853208677
TGF_beta_UP_DOWN	ERAP2	-1.28404449422876
TGF_beta_UP_DOWN	EFNA5	-2.4687493640941
TGF_beta_UP_DOWN	EPB41L4A-AS1	-1.03657828287845
TGF_beta_UP_DOWN	PRR16	-1.22336366260477
TGF_beta_UP_DOWN	GRAMD3	-1.48277023453646
TGF_beta_UP_DOWN	RP11-517I3.2	-1.96766643319711
TGF_beta_UP_DOWN	ALDH7A1	-1.2338765803603
TGF_beta_UP_DOWN	C5orf56	-1.54373163453286
TGF_beta_UP_DOWN	JADE2	-2.14571751886292
TGF_beta_UP_DOWN	NME5	-1.80949094226308
TGF_beta_UP_DOWN	EGR1	-1.09935891181826
TGF_beta_UP_DOWN	CYSTM1	-1.17535471674042
TGF_beta_UP_DOWN	PCDHGB7	-1.01629436501524
TGF_beta_UP_DOWN	PCDHGC3	-1.30014760889969
TGF_beta_UP_DOWN	GNPDA1	-1.13089742672013
TGF_beta_UP_DOWN	CCDC69	-1.46862517270296
TGF_beta_UP_DOWN	GRIA1	-2.76109212363709
TGF_beta_UP_DOWN	FAXDC2	-2.75675519312814
TGF_beta_UP_DOWN	CYFIP2	-1.49283300017958
TGF_beta_UP_DOWN	RP11-175K6.2	-1.23468992198239
TGF_beta_UP_DOWN	CCNG1	-1.15815926133299
TGF_beta_UP_DOWN	CREBRF	-1.18564247872573
TGF_beta_UP_DOWN	RNF130	-1.13124364597504
TGF_beta_UP_DOWN	GMDS-AS1	-2.13533205845161
TGF_beta_UP_DOWN	NRN1	-1.57248026168617
TGF_beta_UP_DOWN	DTNBP1	-1.08649947572537
TGF_beta_UP_DOWN	GMPR	-2.63153568388796
TGF_beta_UP_DOWN	RNF144B	-2.86095076221508
TGF_beta_UP_DOWN	FAM65B	-1.18198278368488
TGF_beta_UP_DOWN	C2	-1.22363448468572
TGF_beta_UP_DOWN	PSMB8	-1.39522910161489
TGF_beta_UP_DOWN	PSMB9	-1.42407798987675
TGF_beta_UP_DOWN	B3GALT4	-2.08362613367093
TGF_beta_UP_DOWN	HMGA1	-1.08491228666018
TGF_beta_UP_DOWN	FKBP5	-1.14805356852642
TGF_beta_UP_DOWN	TRERF1	-1.94267360747612
TGF_beta_UP_DOWN	RCAN2	-3.35621644733757
TGF_beta_UP_DOWN	PAQR8	-1.13215300806411
TGF_beta_UP_DOWN	RP1-152L7.5	-3.34281013553778
TGF_beta_UP_DOWN	COL21A1	-2.38329020397386
TGF_beta_UP_DOWN	CD109	-1.61150568891688
TGF_beta_UP_DOWN	COL12A1	-1.18178129441432
TGF_beta_UP_DOWN	NT5E	-1.07960400728359
TGF_beta_UP_DOWN	PNRC1	-1.04769263909588
TGF_beta_UP_DOWN	PM20D2	-1.12880456115473
TGF_beta_UP_DOWN	RRAGD	-1.55405102902145
TGF_beta_UP_DOWN	AIM1	-1.32263696121308
TGF_beta_UP_DOWN	LAMA4	-1.89651623050206
TGF_beta_UP_DOWN	TPD52L1	-1.53011656697992
TGF_beta_UP_DOWN	ARHGAP18	-1.60678269205379
TGF_beta_UP_DOWN	TMEM200A	-1.06456295969696
TGF_beta_UP_DOWN	MOXD1	-1.38986689259478
TGF_beta_UP_DOWN	PDE7B	-1.49307085034102
TGF_beta_UP_DOWN	MAP3K5	-2.04253331745976
TGF_beta_UP_DOWN	ARFGEF3	-1.28126437815178
TGF_beta_UP_DOWN	CITED2	-2.40928605498283
TGF_beta_UP_DOWN	AIG1	-1.14538436166082
TGF_beta_UP_DOWN	UTRN	-1.61718904017268
TGF_beta_UP_DOWN	SAMD5	-1.94559858667799
TGF_beta_UP_DOWN	CCDC170	-2.08336953173355
TGF_beta_UP_DOWN	ESR1	-1.75351540132489
TGF_beta_UP_DOWN	RGS17	-1.2640114942264
TGF_beta_UP_DOWN	CNKSR3	-1.7646052598203
TGF_beta_UP_DOWN	ZDHHC14	-1.18479861987353
TGF_beta_UP_DOWN	SOD2	-1.47355711258841
TGF_beta_UP_DOWN	GPER1	-1.25297421716016
TGF_beta_UP_DOWN	ELFN1	-2.29607752229538
TGF_beta_UP_DOWN	C1GALT1	-1.00323033086641
TGF_beta_UP_DOWN	ETV1	-2.56700057995789
TGF_beta_UP_DOWN	MEOX2	-1.84630773050022
TGF_beta_UP_DOWN	AHR	-1.64917334932696
TGF_beta_UP_DOWN	HDAC9	-2.95451547299446
TGF_beta_UP_DOWN	TWIST1	-1.85360460791092
TGF_beta_UP_DOWN	ITGB8	-2.6153684545788
TGF_beta_UP_DOWN	GPNMB	-1.3074184643598
TGF_beta_UP_DOWN	HOXA5	-1.00445663182167
TGF_beta_UP_DOWN	CREB5	-2.18222770117273
TGF_beta_UP_DOWN	PDE1C	-1.51321524119067
TGF_beta_UP_DOWN	BMPER	-3.73573585838609
TGF_beta_UP_DOWN	AMPH	-1.47003981196823
TGF_beta_UP_DOWN	GLI3	-1.0221542791363
TGF_beta_UP_DOWN	EGFR	-1.68921091239852
TGF_beta_UP_DOWN	CCDC146	-1.19599186084472
TGF_beta_UP_DOWN	FGL2	-1.86933005710434
TGF_beta_UP_DOWN	HGF	-1.92198323393695
TGF_beta_UP_DOWN	STEAP4	-3.0056291416081
TGF_beta_UP_DOWN	CFAP69	-1.02538776534377
TGF_beta_UP_DOWN	PEG10	-1.70109802165403
TGF_beta_UP_DOWN	PDK4	-3.62297206930371
TGF_beta_UP_DOWN	GAL3ST4	-1.02323292884988
TGF_beta_UP_DOWN	FOXP2	-1.17558469824655
TGF_beta_UP_DOWN	CAV1	-1.94639542908948
TGF_beta_UP_DOWN	MET	-1.21923690535546
TGF_beta_UP_DOWN	CPED1	-1.02249576886531
TGF_beta_UP_DOWN	CCDC136	-1.24914608741729
TGF_beta_UP_DOWN	CPA4	-1.74141485086383
TGF_beta_UP_DOWN	MEST	-3.3013552170567
TGF_beta_UP_DOWN	RP11-61L23.2	-1.4986348277587
TGF_beta_UP_DOWN	ARHGEF35	-1.0326701262711
TGF_beta_UP_DOWN	ATP6V0E2	-1.46027444694915
TGF_beta_UP_DOWN	PRKAG2	-1.19478215967539
TGF_beta_UP_DOWN	PAXIP1-AS2	-1.46577786358534
TGF_beta_UP_DOWN	RP11-5C23.1	-1.72590415582371
TGF_beta_UP_DOWN	NLGN4X	-3.21002667197423
TGF_beta_UP_DOWN	ARHGAP6	-3.40600727993718
TGF_beta_UP_DOWN	TMSB4X	-1.21134686066305
TGF_beta_UP_DOWN	EGFL6	-1.21961533908867
TGF_beta_UP_DOWN	GPM6B	-1.54277838360584
TGF_beta_UP_DOWN	RAI2	-1.17947449092559
TGF_beta_UP_DOWN	NDP	-2.2819719492194
TGF_beta_UP_DOWN	MIR222HG	-1.10454164089076
TGF_beta_UP_DOWN	RRAGB	-1.00842173770673
TGF_beta_UP_DOWN	AR	-1.38665138227979
TGF_beta_UP_DOWN	EFNB1	-1.18220523445356
TGF_beta_UP_DOWN	RGAG4	-1.46929214558529
TGF_beta_UP_DOWN	TMEM35A	-2.13311069083014
TGF_beta_UP_DOWN	ARMCX1	-1.10424078514375
TGF_beta_UP_DOWN	BEX2	-1.43999009923702
TGF_beta_UP_DOWN	TCEAL7	-1.1241050358711
TGF_beta_UP_DOWN	CHRDL1	-1.25415884523261
TGF_beta_UP_DOWN	AMOT	-1.85268358213499
TGF_beta_UP_DOWN	APLN	-2.56292983643949
TGF_beta_UP_DOWN	MBNL3	-1.19747394080034
TGF_beta_UP_DOWN	GPC4	-1.19639232076264
TGF_beta_UP_DOWN	SMIM10	-2.03214271219125
TGF_beta_UP_DOWN	FHL1	-1.60060432370467
TGF_beta_UP_DOWN	SLITRK4	-3.23013266108166
TGF_beta_UP_DOWN	CLIC2	-1.17371718183375
TGF_beta_UP_DOWN	SGK223	-1.30239855978733
TGF_beta_UP_DOWN	CLDN23	-2.31013507044248
TGF_beta_UP_DOWN	AC145124.2	-1.2996764239928
TGF_beta_UP_DOWN	SLC7A2	-2.56832715527708
TGF_beta_UP_DOWN	PDGFRL	-1.07470478137227
TGF_beta_UP_DOWN	MTUS1	-2.00492899070415
TGF_beta_UP_DOWN	HR	-1.71532877075718
TGF_beta_UP_DOWN	EGR3	-1.76898827432764
TGF_beta_UP_DOWN	NEFL	-2.06216748439546
TGF_beta_UP_DOWN	EBF2	-1.68661814638582
TGF_beta_UP_DOWN	DPYSL2	-1.27031419134513
TGF_beta_UP_DOWN	PTK2B	-1.0246662007736
TGF_beta_UP_DOWN	EPHX2	-1.39312288877114
TGF_beta_UP_DOWN	ZNF395	-2.27713735586263
TGF_beta_UP_DOWN	KIF13B	-1.04924009326104
TGF_beta_UP_DOWN	DUSP4	-1.33422886237499
TGF_beta_UP_DOWN	CEBPD	-1.4398862832184
TGF_beta_UP_DOWN	FAM110B	-1.64175519732945
TGF_beta_UP_DOWN	SDCBP	-1.18602134133987
TGF_beta_UP_DOWN	TOX	-2.97255461748571
TGF_beta_UP_DOWN	BHLHE22	-2.14161718949904
TGF_beta_UP_DOWN	GDAP1	-1.09932672527837
TGF_beta_UP_DOWN	ZFHX4	-1.0153492584712
TGF_beta_UP_DOWN	IL7	-2.98737242560134
TGF_beta_UP_DOWN	STMN2	-3.12714677168944
TGF_beta_UP_DOWN	RUNX1T1	-1.04690654114872
TGF_beta_UP_DOWN	GEM	-1.85381402810987
TGF_beta_UP_DOWN	OSR2	-2.2753549641109
TGF_beta_UP_DOWN	ANGPT1	-1.39692913581551
TGF_beta_UP_DOWN	SAMD12	-3.14177184071298
TGF_beta_UP_DOWN	TNFRSF11B	-1.8367489154864
TGF_beta_UP_DOWN	NOV	-3.08643391190733
TGF_beta_UP_DOWN	DEPTOR	-2.49501413998905
TGF_beta_UP_DOWN	COL14A1	-1.83576949488147
TGF_beta_UP_DOWN	KHDRBS3	-2.56039436374879
TGF_beta_UP_DOWN	GSDMD	-1.37403701279001
TGF_beta_UP_DOWN	PARP10	-1.70465042254098
TGF_beta_UP_DOWN	LURAP1L	-1.05237532447738
TGF_beta_UP_DOWN	NFIB	-1.46698162708508
TGF_beta_UP_DOWN	PLIN2	-1.94503820392118
TGF_beta_UP_DOWN	HACD4	-1.26561237592342
TGF_beta_UP_DOWN	GALT	-1.41972007541729
TGF_beta_UP_DOWN	PGM5	-1.31295412033916
TGF_beta_UP_DOWN	TJP2	-1.36293812405989
TGF_beta_UP_DOWN	PRUNE2	-2.29571534419138
TGF_beta_UP_DOWN	VPS13A	-1.042187365067
TGF_beta_UP_DOWN	GKAP1	-1.10363800246392
