Comparison	gene	log2FC
IL1b_UP_DOWN	PCBP4	-1.31774712825228
IL1b_UP_DOWN	DUSP7	-1.19641678846102
IL1b_UP_DOWN	NT5DC2	-1.50705843898595
IL1b_UP_DOWN	IL17RD	-1.16613885954666
IL1b_UP_DOWN	FLNB	-1.23422500429028
IL1b_UP_DOWN	EIF4E3	-1.53349600352023
IL1b_UP_DOWN	VGLL3	-1.13301549588921
IL1b_UP_DOWN	NXPE3	-1.00631377247629
IL1b_UP_DOWN	LINC00882	-1.38706459804925
IL1b_UP_DOWN	DUBR	-1.30689352792609
IL1b_UP_DOWN	DZIP3	-1.18267090676105
IL1b_UP_DOWN	GAP43	-1.42838827750922
IL1b_UP_DOWN	MYLK	-1.43199870475674
IL1b_UP_DOWN	PLXNA1	-1.21180541473566
IL1b_UP_DOWN	PLXND1	-1.50480322809083
IL1b_UP_DOWN	NEK11	-1.36432426507353
IL1b_UP_DOWN	RAB6B	-1.30393775156488
IL1b_UP_DOWN	EPHB1	-3.50770721070789
IL1b_UP_DOWN	IL20RB	-2.85151241968083
IL1b_UP_DOWN	RAP2B	-1.6718169257468
IL1b_UP_DOWN	VEPH1	-1.66177616463134
IL1b_UP_DOWN	PTX3	-1.40722394407979
IL1b_UP_DOWN	PQLC2L	-1.76392063439673
IL1b_UP_DOWN	C3orf80	-1.83360626281761
IL1b_UP_DOWN	SMC4	-1.05924916958829
IL1b_UP_DOWN	B3GALNT1	-1.2898556005399
IL1b_UP_DOWN	CLDN11	-2.33290657721638
IL1b_UP_DOWN	RPL22L1	-1.11531136752667
IL1b_UP_DOWN	RP11-33A14.1	-1.03211460794093
IL1b_UP_DOWN	ZMAT3	-1.10554627207599
IL1b_UP_DOWN	GNB4	-1.11584378815255
IL1b_UP_DOWN	EPHB3	-1.28315659800961
IL1b_UP_DOWN	NMRAL2P	-2.00563051117257
IL1b_UP_DOWN	TMEM175	-1.03570405254432
IL1b_UP_DOWN	RP11-1398P2.1	-1.23814133318594
IL1b_UP_DOWN	MSX1	-1.20408827512728
IL1b_UP_DOWN	CYTL1	-2.82086152020062
IL1b_UP_DOWN	HTRA3	-1.09860718110001
IL1b_UP_DOWN	LDB2	-1.89215046775881
IL1b_UP_DOWN	QDPR	-1.29779754721069
IL1b_UP_DOWN	SEL1L3	-1.1625985374309
IL1b_UP_DOWN	TBC1D19	-1.05756144390035
IL1b_UP_DOWN	SPATA18	-1.86842592861097
IL1b_UP_DOWN	RASL11B	-4.30327913203036
IL1b_UP_DOWN	SCFD2	-2.63954694858871
IL1b_UP_DOWN	SEPT11	-1.0385266707751
IL1b_UP_DOWN	PTPN13	-1.37025489128163
IL1b_UP_DOWN	RAP1GDS1	-1.34447062410116
IL1b_UP_DOWN	TSPAN5	-1.31935942149925
IL1b_UP_DOWN	BANK1	-1.41615034858265
IL1b_UP_DOWN	SGMS2	-1.32596566075788
IL1b_UP_DOWN	ELOVL6	-1.50669504647347
IL1b_UP_DOWN	ANK2	-1.62206991398571
IL1b_UP_DOWN	CAMK2D	-1.39748918007858
IL1b_UP_DOWN	PCDH10	-1.25122398524195
IL1b_UP_DOWN	PCDH18	-1.32819480508515
IL1b_UP_DOWN	SLC7A11	-1.04658160783131
IL1b_UP_DOWN	MGARP	-1.33397860540436
IL1b_UP_DOWN	DCLK2	-1.72365216705444
IL1b_UP_DOWN	PDGFC	-1.16924478794825
IL1b_UP_DOWN	C4orf46	-1.0094612878137
IL1b_UP_DOWN	FNIP2	-1.46371635968124
IL1b_UP_DOWN	SCRG1	-1.80724109838536
IL1b_UP_DOWN	ADCY2	-1.47970195612542
IL1b_UP_DOWN	SLC1A3	-2.42712462427874
IL1b_UP_DOWN	ESM1	-1.24154793864576
IL1b_UP_DOWN	CENPH	-1.25636276382445
IL1b_UP_DOWN	MAP1B	-1.64275141118527
IL1b_UP_DOWN	F2R	-2.36078907858799
IL1b_UP_DOWN	MEF2C	-1.74962176117747
IL1b_UP_DOWN	NR2F1	-1.03741467653416
IL1b_UP_DOWN	C5orf30	-1.13672218918422
IL1b_UP_DOWN	EFNA5	-1.40796190085131
IL1b_UP_DOWN	NREP	-1.69660549854766
IL1b_UP_DOWN	PRR16	-1.79834181012453
IL1b_UP_DOWN	CTD-2334D19.1	-2.53600615766323
IL1b_UP_DOWN	ZNF608	-1.53604915704743
IL1b_UP_DOWN	GRAMD3	-1.57309262961555
IL1b_UP_DOWN	RP11-517I3.2	-1.56999780312544
IL1b_UP_DOWN	ALDH7A1	-1.48547390917098
IL1b_UP_DOWN	LMNB1	-1.1922715623175
IL1b_UP_DOWN	NME5	-1.31998277475529
IL1b_UP_DOWN	TMEM173	-1.31782265945938
IL1b_UP_DOWN	CXXC5	-1.55174518714835
IL1b_UP_DOWN	ARHGAP26	-1.45819873184536
IL1b_UP_DOWN	KCTD16	-1.5871944034262
IL1b_UP_DOWN	ABLIM3	-1.00526361666644
IL1b_UP_DOWN	GRPEL2	-1.21561362066786
IL1b_UP_DOWN	PDGFRB	-1.69335242294725
IL1b_UP_DOWN	SYNPO	-1.28448395441106
IL1b_UP_DOWN	GRIA1	-1.4972279629645
IL1b_UP_DOWN	GALNT10	-1.43814909503752
IL1b_UP_DOWN	TENM2	-2.50793397959267
IL1b_UP_DOWN	FGF18	-2.72718408725639
IL1b_UP_DOWN	PRR7	-1.08865968591727
IL1b_UP_DOWN	TUBB2A	-1.00583025848423
IL1b_UP_DOWN	RPP40	-1.01280648157215
IL1b_UP_DOWN	ADTRP	-1.73871154828637
IL1b_UP_DOWN	PHACTR1	-1.06211966546788
IL1b_UP_DOWN	GFOD1	-1.69665425040715
IL1b_UP_DOWN	NRM	-1.08769895445716
IL1b_UP_DOWN	TCF19	-1.30333554621747
IL1b_UP_DOWN	DDAH2	-1.53988944149202
IL1b_UP_DOWN	VARS	-1.19182722872664
IL1b_UP_DOWN	SCUBE3	-1.45171289797515
IL1b_UP_DOWN	FKBP5	-1.19090989902402
IL1b_UP_DOWN	DAAM2	-1.40256293783487
IL1b_UP_DOWN	TFEB	-1.91191310695492
IL1b_UP_DOWN	PRPH2	-1.03687903081457
IL1b_UP_DOWN	SLC29A1	-2.12733893856838
IL1b_UP_DOWN	SUPT3H	-1.07299440524366
IL1b_UP_DOWN	RCAN2	-2.66818373488399
IL1b_UP_DOWN	RP1-152L7.5	-1.10122494566373
IL1b_UP_DOWN	ICK	-1.00746756768991
IL1b_UP_DOWN	GCLC	-1.38847040951747
IL1b_UP_DOWN	COL21A1	-2.67486973334143
IL1b_UP_DOWN	BEND6	-1.77790219154425
IL1b_UP_DOWN	KCNQ5	-1.92349004494018
IL1b_UP_DOWN	KHDC1	-1.41609615143092
IL1b_UP_DOWN	COL12A1	-1.37037120211444
IL1b_UP_DOWN	TBX18	-1.03926433218701
IL1b_UP_DOWN	RP11-67P15.1	-1.14390524730481
IL1b_UP_DOWN	AIM1	-2.52541497914694
IL1b_UP_DOWN	TPD52L1	-2.33046352679996
IL1b_UP_DOWN	LAMA2	-1.07925668351789
IL1b_UP_DOWN	ARHGAP18	-1.74043116138632
IL1b_UP_DOWN	TMEM200A	-1.4576357684865
IL1b_UP_DOWN	EPB41L2	-1.0043327510863
IL1b_UP_DOWN	ENPP1	-1.74555505451306
IL1b_UP_DOWN	CTGF	-1.82186562207356
IL1b_UP_DOWN	NHSL1	-1.40233671669883
IL1b_UP_DOWN	STXBP5	-1.01620464324002
IL1b_UP_DOWN	SAMD5	-1.29190868555767
IL1b_UP_DOWN	CCDC170	-1.97167481780417
IL1b_UP_DOWN	ESR1	-1.42383533927971
IL1b_UP_DOWN	GPER1	-1.35174917040843
IL1b_UP_DOWN	LFNG	-2.18206657503429
IL1b_UP_DOWN	FSCN1	-1.28403302071097
IL1b_UP_DOWN	CYTH3	-1.35977173110975
IL1b_UP_DOWN	MEOX2	-1.31147841442312
IL1b_UP_DOWN	CDCA7L	-1.00314033417442
IL1b_UP_DOWN	JAZF1	-1.52932064500316
IL1b_UP_DOWN	GARS	-1.53393657482143
IL1b_UP_DOWN	AQP1	-2.89817725812991
IL1b_UP_DOWN	RP9P	-1.51421526115435
IL1b_UP_DOWN	NACAD	-1.63787214991164
IL1b_UP_DOWN	FKBP9P1	-1.45619994685138
IL1b_UP_DOWN	PSPH	-1.31911268582515
IL1b_UP_DOWN	HSPB1	-1.4834235141764
IL1b_UP_DOWN	KIAA1324L	-1.2635645135463
IL1b_UP_DOWN	ASNS	-1.72177613441036
IL1b_UP_DOWN	GAL3ST4	-1.28689201303976
IL1b_UP_DOWN	RASA4	-1.86893525267435
IL1b_UP_DOWN	LRRC17	-1.55225330716444
IL1b_UP_DOWN	CAV1	-1.55793585212079
IL1b_UP_DOWN	FLNC	-1.40111610334948
IL1b_UP_DOWN	MEST	-2.33663030468229
IL1b_UP_DOWN	ATP6V0E2	-1.26035248267292
IL1b_UP_DOWN	MXRA5	-1.80534475215185
IL1b_UP_DOWN	ANOS1	-1.92718540661269
IL1b_UP_DOWN	DMD	-2.63710107248975
IL1b_UP_DOWN	PLP2	-1.23782972175749
IL1b_UP_DOWN	CLCN5	-1.37283501086489
IL1b_UP_DOWN	SPIN4	-1.0429753970068
IL1b_UP_DOWN	AMER1	-1.18875083544728
IL1b_UP_DOWN	EDA2R	-1.10628756367829
IL1b_UP_DOWN	AR	-1.07166701478702
IL1b_UP_DOWN	EFNB1	-1.96257185975737
IL1b_UP_DOWN	NHSL2	-2.60160458886202
IL1b_UP_DOWN	RGAG4	-1.07000158907747
IL1b_UP_DOWN	NAP1L3	-1.53430805076579
IL1b_UP_DOWN	MORC4	-1.07436857201242
IL1b_UP_DOWN	TSC22D3	-2.07830740186433
IL1b_UP_DOWN	MBNL3	-1.40500321241563
IL1b_UP_DOWN	FHL1	-1.3084679488578
IL1b_UP_DOWN	FLNA	-1.17617169768096
IL1b_UP_DOWN	RAB39B	-1.39353450868531
IL1b_UP_DOWN	SGK223	-1.2027903702185
IL1b_UP_DOWN	DLC1	-1.31408143381163
IL1b_UP_DOWN	PDLIM2	-1.37997211615365
IL1b_UP_DOWN	C8orf58	-1.46174907255116
IL1b_UP_DOWN	RHOBTB2	-1.17521446269577
IL1b_UP_DOWN	EBF2	-1.1342247478034
IL1b_UP_DOWN	PTK2B	-1.32534622893348
IL1b_UP_DOWN	NRG1	-2.38212982469034
IL1b_UP_DOWN	FUT10	-1.11690926550402
IL1b_UP_DOWN	EIF4EBP1	-1.3475948363489
IL1b_UP_DOWN	SNAI2	-1.07236355887437
IL1b_UP_DOWN	TCEA1	-1.07732309314476
IL1b_UP_DOWN	TOX	-4.97626434700835
IL1b_UP_DOWN	MYBL1	-1.4241143554775
IL1b_UP_DOWN	RDH10	-1.06714940948681
IL1b_UP_DOWN	GDAP1	-1.01131868448168
IL1b_UP_DOWN	IL7	-1.06123088180365
IL1b_UP_DOWN	STMN2	-1.21536124677369
IL1b_UP_DOWN	ZNF704	-1.43897875220829
IL1b_UP_DOWN	MMP16	-1.69703149527696
IL1b_UP_DOWN	RUNX1T1	-1.58830512114495
IL1b_UP_DOWN	SYBU	-1.57736512834028
IL1b_UP_DOWN	SAMD12	-1.7628193836885
IL1b_UP_DOWN	NOV	-2.33887423254841
IL1b_UP_DOWN	DEPTOR	-2.35362578849889
IL1b_UP_DOWN	COL14A1	-1.23698411348832
IL1b_UP_DOWN	ZHX1	-1.01440658737772
IL1b_UP_DOWN	MTSS1	-1.50600105853356
IL1b_UP_DOWN	TOP1MT	-1.04861993369105
IL1b_UP_DOWN	PLEC	-1.78342782076699
IL1b_UP_DOWN	BOP1	-1.19876032114959
IL1b_UP_DOWN	SCX	-1.51454908589032
IL1b_UP_DOWN	LURAP1L	-1.07439592543701
IL1b_UP_DOWN	ADAMTSL1	-1.66833017150014
IL1b_UP_DOWN	TEK	-2.96334824573955
IL1b_UP_DOWN	KIAA1161	-1.5767264950741
IL1b_UP_DOWN	IL11RA	-1.27450432042053
IL1b_UP_DOWN	HRCT1	-2.51698054293997
IL1b_UP_DOWN	GLIPR2	-1.22450184685368
IL1b_UP_DOWN	MELK	-1.10347553382563
IL1b_UP_DOWN	SLC25A51	-1.18796960575212
IL1b_UP_DOWN	ANXA1	-1.25121380948693
IL1b_UP_DOWN	PSAT1	-2.40656077217453
IL1b_UP_DOWN	IARS	-1.46720866701348
IL1b_UP_DOWN	OGN	-1.68924097567931
IL1b_UP_DOWN	OMD	-2.47763707622135
IL1b_UP_DOWN	ASPN	-2.76179750650607
IL1b_UP_DOWN	PTPDC1	-1.39310925343461
IL1b_UP_DOWN	ZNF367	-1.1170388110954
IL1b_UP_DOWN	TBC1D2	-2.49239029550516
IL1b_UP_DOWN	COL15A1	-2.02629249047305
IL1b_UP_DOWN	FAM225B	-1.57567629154682
IL1b_UP_DOWN	FAM225A	-1.70789842649735
IL1b_UP_DOWN	AKNA	-1.6527729816346
IL1b_UP_DOWN	PAPPA	-1.20662014208822
IL1b_UP_DOWN	BRINP1	-1.48434934090998
IL1b_UP_DOWN	GSN	-1.30656756861328
IL1b_UP_DOWN	GSN-AS1	-1.09796247709955
IL1b_UP_DOWN	NEK6	-1.01198752690084
IL1b_UP_DOWN	OLFML2A	-1.5933820510184
IL1b_UP_DOWN	FAM102A	-1.40082463222818
IL1b_UP_DOWN	DNM1	-1.46169056943975
IL1b_UP_DOWN	IER5L	-1.32471711367018
IL1b_UP_DOWN	LINC01503	-1.91711671248002
IL1b_UP_DOWN	COL5A1	-1.08849431506943
IL1b_UP_DOWN	NOTCH1	-1.10986050608546
IL1b_UP_DOWN	IFITM2	-1.64358598309176
IL1b_UP_DOWN	IFITM3	-1.06996559024102
IL1b_UP_DOWN	RNH1	-1.61615998004075
IL1b_UP_DOWN	HRAS	-1.04988642093178
IL1b_UP_DOWN	IFITM10	-2.07638101358197
IL1b_UP_DOWN	LSP1	-3.69820292621229
IL1b_UP_DOWN	H19	-1.40014255605251
IL1b_UP_DOWN	OLFML1	-1.10233663340516
IL1b_UP_DOWN	MICAL2	-1.99814830814904
IL1b_UP_DOWN	CCDC34	-1.0859361990035
IL1b_UP_DOWN	ELP4	-1.09440043903744
IL1b_UP_DOWN	KIAA1549L	-1.3896861230146
IL1b_UP_DOWN	TP53I11	-1.06994277765969
IL1b_UP_DOWN	CREB3L1	-1.51028470980804
IL1b_UP_DOWN	SYT7	-1.8516943551265
IL1b_UP_DOWN	RAB3IL1	-1.53652275360046
IL1b_UP_DOWN	AHNAK	-2.12452701406338
IL1b_UP_DOWN	ROM1	-1.31557662747987
IL1b_UP_DOWN	LRRN4CL	-1.20226730706584
IL1b_UP_DOWN	RPS6KA4	-1.22266631712743
IL1b_UP_DOWN	CD248	-2.81230042984732
IL1b_UP_DOWN	RIN1	-1.61537873990234
IL1b_UP_DOWN	SHANK2	-2.70857922914839
IL1b_UP_DOWN	FCHSD2	-1.02808517140867
IL1b_UP_DOWN	P2RY6	-3.75366347402216
IL1b_UP_DOWN	GDPD5	-2.65317475121345
IL1b_UP_DOWN	SERPINH1	-1.02449829575316
IL1b_UP_DOWN	LRRC32	-1.13519517050353
IL1b_UP_DOWN	PAK1	-1.07636953980124
IL1b_UP_DOWN	TENM4	-2.39215667337379
IL1b_UP_DOWN	ME3	-1.70601772960887
IL1b_UP_DOWN	PRSS23	-1.32569137968169
IL1b_UP_DOWN	ENDOD1	-1.14028032178316
IL1b_UP_DOWN	CASP1	-1.67099013920531
IL1b_UP_DOWN	RP11-356J5.12	-1.22641527304823
IL1b_UP_DOWN	CADM1	-1.66995262033489
IL1b_UP_DOWN	LINC00900	-1.01702307110773
IL1b_UP_DOWN	TAGLN	-1.21430167737235
IL1b_UP_DOWN	THY1	-1.07366486027492
IL1b_UP_DOWN	KLF6	-1.50974574390545
IL1b_UP_DOWN	LINC00702	-2.88228107623886
IL1b_UP_DOWN	ITIH5	-1.01508949358027
IL1b_UP_DOWN	CCDC3	-1.12998940097131
IL1b_UP_DOWN	RSU1	-1.01770206432935
IL1b_UP_DOWN	VIM	-1.29584679700487
IL1b_UP_DOWN	CASC10	-2.58584535588612
IL1b_UP_DOWN	SVIL	-1.28043703699776
IL1b_UP_DOWN	GDF10	-6.12007838114312
IL1b_UP_DOWN	ARHGAP22	-1.88940358218358
IL1b_UP_DOWN	PRKG1	-1.40296422261286
IL1b_UP_DOWN	SLC16A9	-1.83040500749221
IL1b_UP_DOWN	ANK3	-2.44505990906679
IL1b_UP_DOWN	RTKN2	-2.74360447055387
IL1b_UP_DOWN	ZNF365	-3.38962078426863
IL1b_UP_DOWN	EGR2	-2.44519841704575
IL1b_UP_DOWN	UNC5B	-2.52189318824969
IL1b_UP_DOWN	COMTD1	-1.15465710894639
IL1b_UP_DOWN	LINC00856	-2.19353206731502
IL1b_UP_DOWN	PLCE1	-1.93415434465348
IL1b_UP_DOWN	KAZALD1	-1.86738251703859
IL1b_UP_DOWN	NPM3	-1.2101843278195
IL1b_UP_DOWN	STN1	-1.48161872260097
IL1b_UP_DOWN	ADRA2A	-3.14559925435757
IL1b_UP_DOWN	EMX2OS	-1.16727881055028
IL1b_UP_DOWN	EMX2	-1.20435547863611
IL1b_UP_DOWN	FGFR2	-1.14417809103625
IL1b_UP_DOWN	WNT5B	-1.34702229988453
IL1b_UP_DOWN	TEAD4	-1.75693146810906
IL1b_UP_DOWN	PTMS	-1.24168789088952
IL1b_UP_DOWN	EMP1	-1.20513855836318
IL1b_UP_DOWN	ST8SIA1	-1.5438153815002
IL1b_UP_DOWN	SSPN	-1.32754729202204
IL1b_UP_DOWN	TSPAN11	-1.13404501801662
IL1b_UP_DOWN	SMAGP	-1.06389932557256
IL1b_UP_DOWN	TNS2	-1.41600539186212
IL1b_UP_DOWN	ESYT1	-1.29916163427116
IL1b_UP_DOWN	PRIM1	-1.42603720488644
IL1b_UP_DOWN	NXPH4	-1.33631871439428
IL1b_UP_DOWN	INHBE	-2.39068659798871
IL1b_UP_DOWN	DDIT3	-1.25510606286452
IL1b_UP_DOWN	ATP23	-1.11288817965372
IL1b_UP_DOWN	LRIG3	-1.0327212056481
IL1b_UP_DOWN	IL26	-1.02091323450945
IL1b_UP_DOWN	LGR5	-2.39787761830758
IL1b_UP_DOWN	E2F7	-2.09376564851889
IL1b_UP_DOWN	NAV3	-1.85722760322476
IL1b_UP_DOWN	RASSF9	-2.09189659840329
IL1b_UP_DOWN	ALDH1L2	-1.50083362263508
IL1b_UP_DOWN	C12orf75	-1.02698379703637
IL1b_UP_DOWN	CMKLR1	-3.55439178380298
IL1b_UP_DOWN	TMEM119	-1.66582949217395
IL1b_UP_DOWN	MMAB	-1.04903512915394
IL1b_UP_DOWN	MVK	-1.41141199947171
IL1b_UP_DOWN	DCLK1	-2.77854342912559
IL1b_UP_DOWN	SMAD9	-1.10094893602046
IL1b_UP_DOWN	POSTN	-1.48720501447862
IL1b_UP_DOWN	ENOX1	-1.55673959709912
IL1b_UP_DOWN	DLEU1	-1.30216973423465
IL1b_UP_DOWN	THSD1	-2.96253536090411
IL1b_UP_DOWN	PCDH9	-1.23779341594132
IL1b_UP_DOWN	TBC1D4	-1.11592051995605
IL1b_UP_DOWN	LMO7-AS1	-2.60094559891307
IL1b_UP_DOWN	LMO7	-2.35167460281524
IL1b_UP_DOWN	KCTD12	-1.56901755261007
IL1b_UP_DOWN	MYCBP2	-1.22122608668481
IL1b_UP_DOWN	NALCN	-1.55343961639986
IL1b_UP_DOWN	ITGBL1	-1.26306447196065
IL1b_UP_DOWN	FGF14	-2.66702644896184
IL1b_UP_DOWN	EFNB2	-2.36758567866937
IL1b_UP_DOWN	AJUBA	-1.27899513129118
IL1b_UP_DOWN	PCK2	-1.83517054501864
IL1b_UP_DOWN	IPO4	-1.10614855803318
IL1b_UP_DOWN	FRMD6	-1.48122616407928
IL1b_UP_DOWN	RHOJ	-2.48057685657447
IL1b_UP_DOWN	TMEM229B	-2.18700195945671
IL1b_UP_DOWN	TTC9	-1.58441422705619
IL1b_UP_DOWN	DPF3	-1.01492467889024
IL1b_UP_DOWN	DCAF4	-1.43436829727965
IL1b_UP_DOWN	LTBP2	-1.50756317249602
IL1b_UP_DOWN	JDP2	-1.15004004038882
IL1b_UP_DOWN	GPR68	-1.3283622966349
IL1b_UP_DOWN	RIN3	-1.16367059126996
IL1b_UP_DOWN	GSC	-1.00114949517594
IL1b_UP_DOWN	SYNE3	-1.65944254155304
IL1b_UP_DOWN	MOK	-1.2007985384598
IL1b_UP_DOWN	CKB	-1.11419208187877
IL1b_UP_DOWN	AHNAK2	-2.47483668184107
IL1b_UP_DOWN	CRIP2	-2.15657325252799
IL1b_UP_DOWN	ATP10A	-1.95935912393708
IL1b_UP_DOWN	GREM1	-1.02637368491958
IL1b_UP_DOWN	ACTC1	-3.7168404058238
IL1b_UP_DOWN	C15orf41	-1.75829667980884
IL1b_UP_DOWN	CHAC1	-2.18155213024288
IL1b_UP_DOWN	EHD4	-1.28416624349964
IL1b_UP_DOWN	MAP1A	-1.20267059452191
IL1b_UP_DOWN	TNFAIP8L3	-1.12820949357738
IL1b_UP_DOWN	CYP19A1	-1.18876910404626
IL1b_UP_DOWN	GLDN	-1.42044780918268
IL1b_UP_DOWN	TMOD2	-1.03940745377426
IL1b_UP_DOWN	MNS1	-1.43931173634331
IL1b_UP_DOWN	MYO1E	-1.05104672642388
IL1b_UP_DOWN	ANXA2	-1.77969258335751
IL1b_UP_DOWN	TLN2	-1.19990823900588
IL1b_UP_DOWN	ITGA11	-1.14728347549507
IL1b_UP_DOWN	CORO2B	-1.80677277306471
IL1b_UP_DOWN	UACA	-1.28325060970354
IL1b_UP_DOWN	LOXL1-AS1	-1.34199087289209
IL1b_UP_DOWN	LOXL1	-2.21593963510888
IL1b_UP_DOWN	STOML1	-1.03377806482314
IL1b_UP_DOWN	SEMA7A	-1.18108858961844
IL1b_UP_DOWN	CSPG4	-2.40568223066774
IL1b_UP_DOWN	ADAMTS7	-1.21924241828923
IL1b_UP_DOWN	HOMER2	-1.85483720480248
IL1b_UP_DOWN	ACAN	-1.72687247996692
IL1b_UP_DOWN	NR2F2	-1.09203601179964
IL1b_UP_DOWN	ARRDC4	-1.09383721250576
IL1b_UP_DOWN	RGS11	-1.0249485233632
IL1b_UP_DOWN	METRN	-1.17331597523542
IL1b_UP_DOWN	PDPK2P	-1.14397735204309
IL1b_UP_DOWN	HCFC1R1	-1.42505621517122
IL1b_UP_DOWN	GLIS2	-1.60792937928541
IL1b_UP_DOWN	ROGDI	-1.23268169574516
IL1b_UP_DOWN	PPL	-1.41939675658214
IL1b_UP_DOWN	MIR193BHG	-1.36301799312401
IL1b_UP_DOWN	IL21R	-1.3032040822859
IL1b_UP_DOWN	HIRIP3	-1.51017886619893
IL1b_UP_DOWN	HSD3B7	-1.43779248334311
IL1b_UP_DOWN	TGFB1I1	-1.03728409354823
IL1b_UP_DOWN	NETO2	-1.1050831818267
IL1b_UP_DOWN	IRX3	-1.66510102703729
IL1b_UP_DOWN	CRNDE	-1.09598608948161
IL1b_UP_DOWN	LPCAT2	-1.06920961495563
IL1b_UP_DOWN	DOK4	-1.34300324451697
IL1b_UP_DOWN	CCDC113	-1.74886831741625
IL1b_UP_DOWN	CDH11	-1.38192746014316
IL1b_UP_DOWN	FHOD1	-1.18908290941195
IL1b_UP_DOWN	NQO1	-1.7831946877478
IL1b_UP_DOWN	SMG1P7	-1.11073253038824
IL1b_UP_DOWN	EXOSC6	-1.08007928816471
IL1b_UP_DOWN	GCSH	-1.12850950094572
IL1b_UP_DOWN	FOXC2	-1.29418845722892
IL1b_UP_DOWN	CDT1	-1.04743791900846
IL1b_UP_DOWN	HIC1	-1.16890781797212
IL1b_UP_DOWN	PITPNM3	-2.70117856981767
IL1b_UP_DOWN	TRPV2	-1.92434306059714
IL1b_UP_DOWN	SPAG5	-1.11570973827818
IL1b_UP_DOWN	NLE1	-1.28590060168741
IL1b_UP_DOWN	DUSP14	-1.12574096897818
IL1b_UP_DOWN	PLXDC1	-1.16670947689106
IL1b_UP_DOWN	CACNB1	-1.98913154485592
IL1b_UP_DOWN	RARA	-1.16872280932376
IL1b_UP_DOWN	KRT34	-3.27233551994421
IL1b_UP_DOWN	KRT19	-3.42043719944634
IL1b_UP_DOWN	VAT1	-1.19400688576715
IL1b_UP_DOWN	PLCD3	-1.07204131126593
IL1b_UP_DOWN	COPZ2	-1.31957550241986
IL1b_UP_DOWN	NXPH3	-1.54366194614588
IL1b_UP_DOWN	DLX3	-1.8413842497085
IL1b_UP_DOWN	COL1A1	-1.30589313896448
IL1b_UP_DOWN	NME1	-1.09283973512162
IL1b_UP_DOWN	GNA13	-1.21605492916831
IL1b_UP_DOWN	LINC00511	-1.05000125324826
IL1b_UP_DOWN	FDXR	-1.14636886570835
IL1b_UP_DOWN	TK1	-1.21781355536223
IL1b_UP_DOWN	NPTX1	-2.1243544000468
IL1b_UP_DOWN	NDUFAF8	-1.04627530691396
IL1b_UP_DOWN	BAHCC1	-1.39304048972939
IL1b_UP_DOWN	RAB40B	-1.10129579980815
IL1b_UP_DOWN	MTCL1	-1.76501107588824
IL1b_UP_DOWN	PRELID3A	-1.44290550679497
IL1b_UP_DOWN	LDLRAD4	-1.72293622356659
IL1b_UP_DOWN	ANKRD29	-2.21496801155865
IL1b_UP_DOWN	KCTD1	-1.06810961365389
IL1b_UP_DOWN	MOCOS	-1.69775249770113
IL1b_UP_DOWN	SETBP1	-2.09991080775919
IL1b_UP_DOWN	SLC14A1	-4.7621171606721
IL1b_UP_DOWN	C18orf54	-1.06899188953497
IL1b_UP_DOWN	ALPK2	-2.56454280954264
IL1b_UP_DOWN	TRIB3	-2.95849770294703
IL1b_UP_DOWN	ADAM33	-1.04872256434782
IL1b_UP_DOWN	C20orf27	-1.78440698461325
IL1b_UP_DOWN	FERMT1	-1.15485262568323
IL1b_UP_DOWN	JAG1	-1.12155347426129
IL1b_UP_DOWN	PXMP4	-1.04652533367159
IL1b_UP_DOWN	GDF5	-1.42686273274371
IL1b_UP_DOWN	MYBL2	-1.62937925023471
IL1b_UP_DOWN	TOX2	-2.94671491133899
IL1b_UP_DOWN	KCNK15	-1.14830651599565
IL1b_UP_DOWN	SNAI1	-1.43136716692863
IL1b_UP_DOWN	STMN3	-1.71016978032626
IL1b_UP_DOWN	SLC2A4RG	-1.8886381263916
IL1b_UP_DOWN	MKNK2	-1.95066159368838
IL1b_UP_DOWN	DIRAS1	-1.53403891037269
IL1b_UP_DOWN	UHRF1	-1.03686423336537
IL1b_UP_DOWN	CAPS	-1.30696458994959
IL1b_UP_DOWN	OLFM2	-1.26664884258669
IL1b_UP_DOWN	SPC24	-1.97643400821416
IL1b_UP_DOWN	NFIX	-1.15695743827469
IL1b_UP_DOWN	PODNL1	-1.00423926830098
IL1b_UP_DOWN	IL27RA	-1.3645129536891
IL1b_UP_DOWN	CTD-3131K8.2	-1.32168807790154
IL1b_UP_DOWN	GDF15	-1.13991931714742
IL1b_UP_DOWN	SSBP4	-1.66419543876837
IL1b_UP_DOWN	CILP2	-1.56631054317038
IL1b_UP_DOWN	LINC00662	-1.29453502582621
IL1b_UP_DOWN	PLEKHF1	-1.56740516422061
IL1b_UP_DOWN	FAM98C	-1.1075106210548
IL1b_UP_DOWN	RINL	-1.11217969377907
IL1b_UP_DOWN	FBXO17	-1.60032511057564
IL1b_UP_DOWN	BLVRB	-1.06461007780005
IL1b_UP_DOWN	NUMBL	-1.08394966660564
IL1b_UP_DOWN	PAFAH1B3	-1.16100003131057
IL1b_UP_DOWN	ZNF575	-1.73999319681375
IL1b_UP_DOWN	KCNN4	-2.89599223278923
IL1b_UP_DOWN	ZNF285	-1.72538060621486
IL1b_UP_DOWN	DMPK	-1.05620096583711
IL1b_UP_DOWN	CALM3	-1.22947962443802
